Junior Fullstack-utvecklare till Clara Financial,A Hub AB,Stockholm,"Är du i början av din karriär som fullstackutvecklare?
Vill du jobba som konsult med de största kunderna inom kapitalförvaltning?
Vill du jobba för ett företag som satsar på dig och även utbildar dig under resans gång?
Om Företaget
Clara Financial Consulting AB satsar fullt ut på IT- och verksamhetskonsulting inom finans. Vi är ett nytänkande, attraktivt och kompetent företag som erbjuder de bästa konsulterna på marknaden!
Vi växer och den höga efterfrågan på våra tjänster bidrar till att vi nu söker nya kompetenta medarbetare. Just nu söker vi en junior fullstackutvecklare som vill vara med på en ljus resa framåt med stora karriärmöjligheter.
Vem söker vi?
Företaget kommer satsa på dig och du kommer få en god introduktion.
Du kommer även ingå i det interna utbildningsprogrammet Clara Academy vilket är en intern utbildning för att växa i rollen med bästa möjliga resultat.
För att lyckas som konsult hos oss ska du vara social, lätt för att kunna sätta dig in i nya problemställningar, tycka om utmaningar, ha självförtroende och integritet samtidigt som du är lyhörd för våra kunders krav och behov.
För att kunna leverera den bästa tjänsten eller lösningen behöver du vara analytisk och snabbt kunna sätta dig in i våra kunders systemflora och dess tekniker. Det är viktigt att du förstår verksamhetskraven för att kunna applicera krav till kod.
Skallkrav
Högskola/civilingenjör inom data/IT
Svenska & Engelska i tal och skrift
Intresse för finans och IT
Vi ser gärna att du har intresse eller kompetens av något utav dessa områden:
Microsoft SQL och relationsdatabaser
Front-end-utveckling i React (REST-ful HTML5), Typescript, aspx.net och Angular
Back-end-utveckling i C#, Core
Java
Erfarenhet av att arbeta i komplexa miljöer
Erfarenhet av att jobba agilt
Förmåga att analysera och modellera
Förmåga att kommunicera väl i tal och skrift
Arbetslivserfarenhet eller studier inom finans är högt meriterande
Om oss
Vi hjälper våra kunder med allt från utveckling och förändring av affärsprocesser och verksamheter till kravställning, design, utveckling och förvaltning av systemlösningar. Gemensamt för våra uppdrag är att de involverar en helhetssyn på affärsverksamhet och IT. Vår djupa kunskap inom finans kombinerat med spetskompetens inom IT gör att våra konsulter snabbt blir produktiva och kommer med effektiva lösningar.
På Clara har vi en genomtänkt strategi för hur du som konsult ska växa tillsammans med oss som företag. Vi avsätter tid för fortbildning och omvärldsbevakning och har en kultur där vi hjälper varandra, där seniora konsulter coachar mindre erfarna. Vi värdesätter högt kompetenta medarbetare, sammanhållning och framförallt att ha roligt. Det tillsammans med vår öppna kultur och strävan efter att utvecklas som bolag gör att våra konsulter får bästa möjligheter att utvecklas och möta nya karriärmöjligheter.
ÖVRIG INFORMATION
Start: Omgående
Anställningsform: Detta uppdrag är en rekrytering och anställningen sker direkt hos vår kund. Lön, villkor och dylikt diskuteras separat.
Rekryteringsprocessen hanteras av A-hub och alla frågor rörande tjänsten hanteras av A-hub.Kontakt
Fernando Carrasco
Recruitment & Consultant Manager and Partner Stockholm
fernando@a-hub.se",https://se.indeed.com/viewjob?from=appsharedroid&jk=bba4be8a35f55d95
Junior In-house Developer,Knightec,411 01 Göteborg,"Why should you want this job?
Because you like the idea of working as a product company and want the diversity of projects that comes from being a consultant. It's all about delivering products and services as a team. The core of the everyday business is knowledge sharing. All code is reviewed, fast decision paths and freedom allow you to develop your skills.
Your team is self-managed, so how the problem is solved is up to you. You and your team will pick the technologies needed to solve the task, not the other way around.
You will thrive as a Junior Developer at Knightec if you like to collaborate and share your knowledge with the team, developing each other and allowing us to grow together.
Build a career that you can be proud of
All projects, whether it is regarding self-driving vehicles, a medical technology solution to fight cancer, or a streaming service, have one thing in common, they are all cloud solutions/products.
Mob programming, code review, tech talks, hackathons, and certifications are some of the ways we can get even better together. That's what it's about, achieving things together.
You are surrounded by people that care. Not just about the project and technology, but about each other. We do it as a team, that's the way forward.
Skills needed
As this is a junior position as a software developer we value your personal attributes, such as problem-solving skills and ability to work together, above your X years within Software Development. You might have a year or two of professional experience in development, but more importantly, you have a drive and ambition to develop yourself along with contribute to the team. You have a relevant bachelor's degree and a strong interest in cutting-edge technologies.
Our tech stack consists of (but not exclusively):

Languages and frameworks - Java, C, NodeJS, React, JavaScript, TypeScript.
Cloud technologies - AWS, Azure.
Orchestration - Serverless and Docker.

If you are interested in any of the above, I’m sure we’ll be able to provide you with the challenges to thrive.
You have to be fluent in Swedish and English.
One Knightec
Knightec is a new breed in the art of engineering with over 850 colleagues in locations around Sweden. We are consultants with our soul in digitalization who strive forward together.",https://se.indeed.com/viewjob?from=appsharedroid&jk=63aee4f488363ab4
Junior Java-utvecklare till offentlig kund,Castra,111 64 Stockholm,"
  Vi utmanar de traditionella konsultbolagen och vi kan med stolthet säga att Castra är konsultbranschens mest utvecklande arbetsplats där allt är möjligt. Känns det här som företaget för dig så läs gärna vidare.
   Rollen
   Teamet ansvarar för utvecklingen och förvaltning av kundens gemensamma ärendehanterings-ramverk samt utveckling av nya gemensamma delar för IT-stöd. Teamet består idag av 10 personer. Arbetssättet bygger på de agila principerna; ständig omprioritering/ omplanering efter förutsättningarna, självorganisering kring arbetsuppgifter, testdriven approach och leveranser till slutanvändarna i små men frekventa portioner. Teamet ansvarar också gemensamt för att förvalta de utvecklade produkterna, vilket kräver att alla teammedlemmar aktivt arbetar för att alla ska kunna utföra så många olika uppgifter som möjligt.
   Du ska vara en del av utvecklingsteamet och vara ansvarig för att: 
  
   Jobba som Scrum Master 50% 
   Utveckla applikationer i Java 50% 
   Föreslå och aktiv delta i teamutvecklande aktiviteter. 
   Har vana och erfarenhet av att leda arbete eller team. 
   Har både förmåga att arbeta självständigt men också med att aktivt bidra till att teamet som helhet ökar sin förmåga genom att säkerställa att hen breddar sin egen kompetens genom kompetensöverföring från övriga teammedlemmarnas på samma sätt som hen ser till att överföra av den egna kompetensen till andra teammedlemmar. 
   
  Erfarenhet
   Konsulten ska minst ha följande:
  
   Databaser
   Moderna javascript-ramverk, t.ex. Angular, React eller liknande
   jUnit
   
  Det är meriterande om konsulten har erfarenhet av:
  
   Gradle
   Mockito
   SOAP services
   Oracle DB
   Linux
   Jenkins
   TDD
   
  
   1 års erfarenhet av Java Enterprise edition (ejb) 
   1 års erfarenhet av Java8 
   
  Varför ska du välja oss?
   Här tror vi på frihet, möjligheter och medbestämmande. Att du som medarbetare ska ha möjlighet att utvecklas och forma ditt arbete utefter dina intressen och prioriteringar i livet. Att alla får vara med och forma och påverka bolaget genom delägarskap, advisory board och projektgrupper. Att det är viktigt att ha ett sammanhang, känna tillhörighet och att man har kollegor som stöttar, utvecklar och tror på en.
   Om Castra
   Castra är en entreprenörsdriven konsultgrupp inom IT, management och systemutveckling. Bolaget ägs gemensamt av medarbetarna och tillsammans bygger vi det företag vi själva vill jobba på.
   Vår vision är att vi ska vara Sveriges bästa arbetsgivare för konsulter. Att vi blivit certifierade av Great Place to Work fem år i rad är ett bevis på våra höga mål kring företagskultur. Våra tankar om delaktighet, påverkansmöjligheter och respekt för individens egna val och möjligheter fungerar.
   Företaget har kontor i Göteborg, Stockholm, Helsingborg, Malmö, Linköping, Norrköping, Örebro och Jönköping. Mer information om Castra-koncernen hittar du på vår hemsida www.castra.se.
   Har vi lyckats väcka din nyfikenhet? Sök direkt via länken eller kontakta semir.jasarevic@castra.se
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=d66daed0d43276eb
Junior Javautvecklare till marknadsledande FAST2!,Friday,Göteborg,"
  Till FAST2 söker vi nu efter en duktig, junior Javautvecklare som vill vara med och utveckla ett av fastighetsbranschens mest använda affärssystem. Är du intresserad av att hänga med på deras resa? Ansök idag!
   OM TJÄNSTEN: 
  Som Backendutvecklare hos FAST2, en av Sveriges ledande leverantörer av affärssystem till fastighetsbolag, arbetar du främst med utveckling i Java. Du kommer vara med i utvecklingen av både moderna och tillgängliga webbplatser samt vara med och utveckla plattformen för affärssystemet. FAST2 arbetar i tvåveckorssprintar med daily standups, retrospectives och regelbundna backlog-refinements.
   Du kommer arbeta i nära samarbete tillsammans med entusiastiska, teknikintresserade och seniora utvecklare till kollegor. FAST2 har en gedigen introduktion för nyanställda, till exempel ett mentorskapsprogram där du kommer arbeta tätt ihop med en senior kollega under de första månaderna. För rätt person finns stora möjligheter att utvecklas mot till exempel fullstackutveckling, arkitektur, produktägarskap eller tech lead.
   VI SÖKER DIG SOM: 
  Är en duktig Javautvecklare! Om du är självlärd och har jobbat i något år med objektorienterad utveckling eller om du är nyexaminerad från en relevant YH- eller högskoleutbildning och vid sidan om har gjort något större programmeringsprojekt är du absolut rätt person för denna roll. Du behöver nödvändigtvis inte ha erfarenhet ifrån just Java så länge du tidigare har arbetat i något annat objektorienterat programspråk, till exempel C#. Har du dessutom erfarenhet från React, REST API:er, eller GraphQL är det meriterande!
   Stor vikt kommer att läggas vid personligheten och vi tror att du som söker är en nyfiken och driven person med en positiv inställning. Vidare har du ett stort intresse för programmering, är vetgirig och trivs i att jobba tillsammans med andra utvecklare.
   I denna roll behöver du tala och skriva flytande svenska då all intern dokumentation och kommunikation sker på svenska.
   OM ANSTÄLLNINGEN:
   Detta är ett konsultuppdrag vilket innebär att du kommer till en början att vara anställd av Friday. Ambitionen från FAST2:s och vår sida är att du efter 12 månader blir tillsvidareanställd hos FAST2.
   OM KUNDFÖRETAGET:
   FAST2 Affärssystem AB är en av Sveriges ledande leverantörer av affärssystem till fastighetsbolag. FAST2 har lång erfarenhet av fastighetsbranschen och har funnits sedan 1996 och systemet har anor från mitten av 80-talet! Deras mission är att skapa fler digitala möjligheter för en fastighetsbransch i förändring. Huvudkontoret är beläget i Stockholm och på kontoret i Göteborg sitter cirka 35 medarbetare varav ungefär 20 arbetar med utveckling.
   ÖVRIG INFORMATION:
  
    Omfattning: Heltid
    Placering: Göteborg, Norra Ågatan 10
    Start: Omgående med hänsyn till ev. uppsägningstid
    Rekryteringsansvarig: Pontus Somi
    Lön: Fast månadslön
  
   Ansök genom att klicka på länken nedan. Kom ihåg att vara snabb med din ansökan då vi gör löpande urval av kandidater och att annonsen kan stängs ner innan tjänsten är tillsatt om vi gått över till urval- och intervjufasen.
   OM FRIDAY: 
  Genom att vara en partner både till våra kandidater och kunder strävar vi efter att hitta den bästa matchningen. Det gör vi genom att lära känna våra kunder och kandidater på riktigt! Vi ser självklart till att kunskaps- och erfarenhetskrav matchar, men framför allt lägger vi vikt vid samsyn kring värderingar och företagskultur som båda parter värdesätter.
   Vår passion är att hjälpa människor till rätt roll, arbetsplats och sammanhang inom IT och teknik. Därför grundade vi Friday med ambition att hjälpa dig till jobbet som ger dig fredagskänslan – varje dag! Vi riktar oss främst till dig som är i början av din karriär eller studerar vid högskola/universitet inom IT och Teknik. Vår övertygelse är att människor uppnår sin fulla potential när man ser fram emot att gå till jobbet varje morgon. ”Friday – everyday”, hur låter det?
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=0eeea00cf5e44bd6
Junior mjukvaruutvecklare till talangprogram på Aurobay!,Xamera,411 01 GöteborgDistans,"
  Om uppdraget:
   På Aurobay kommer du att ingå i ett nytt och spännande team som är i uppstartsfasen och där utvecklingsmöjligheterna är oändliga, i rollen och i företaget. I teamet kommer du vara en bidragande del i mjukvaruutvecklandet och du kommer att jobba i ett agilt team med inriktning mot underhåll och utveckling av maskinernas mjukvara i Aurobays fabrik. Arbetet kan ske on-site i Skövde, off-site i Göteborg eller genom en hybridlösning. Här kommer du ingå i ett scrumteam med rutinerade och kunniga personer med bakgrund från bland annat fordonsindustrin där du som problemlösare kommer passa in perfekt. Ni kommer att jobba med continuous integration, machine learning samt API:er och kommer ha nära kontakt med teamet i fabriken. Låter detta spännande? Då kanske du är vår nästa stjärna.
   Vi söker dig som:
   Vi söker dig som har stort intresse för kodning och vi ser att du har projekt inom mjukvaruutveckling på fritiden. Utbildningsmässigt har du gått en teknisk utbildning med inriktning eller inslag mot mjukvara, backend eller embedded exempelvis från högskola/universistet, yrkeshögskola eller civilingenjörsexamen. Du vill ingå i ett team där alla regler och ramar inte är satta och drivs av att komma på nya arbetssätt och idéer. Du kan ett eller flera backensspråk som exempelvis .NET, Java eller React och vi ser gärna att du har intresse eller vana att jobba i scrumteam. Det är bra om du har erfarenhet av tillexempel MySQL som databas eller likvärdigt och det är meriterande om du har intresse för Cloudlösningar. Du är nyfiken och inte rädd för att ta dig an arbetsuppgifter och ser dig själv jobba i ett team där du kan lära dig mycket och utvecklas i din roll som junior mjukvaruutvecklare.
   Om företaget:
   Aurobay är en startup med mer än 100 års historia av tillverkning och utveckling av drivlinor. Företaget är en banbrytande satsning som sammanför Volvo Cars drivlinaverksamhet med Geely. Aurobay grundades som en joint venture mellan Volvo Cars & Geely men bedriver numera sin verksamhet som ett eget bolag med bland annat Polestar, Lynk & Co och Volvo Cars som kunder. Den tydliga kopplingen till Geely innebär även att mycket arbete sker mot Kina. Aurobay är ett innovativt bolag som ligger i framkant med att ta fram hållbara förbrännings-, hybrid- och elmotorer.
  
   Aurobay befinner sig på en spännande resa där de arbetar med att bli ännu mer självständiga från sina moderbolag. På Aurobay får du chansen att arbeta i en etablerad startupmiljö med mycket befintlig kunskap och ett stort arv från Volvo Cars som nu skall formas till ett ännu mer självständigt bolag.
   Aurobay bedriver för närvarande sin verksamhet på Volvo Cars område i Torslanda. Snart bär dock flyttlasset av till fräscha Uni3 på Lindholmen, en stor del av satsningen mot att bli ännu mer självständiga och forma sin egen företagskultur. På Aurobay behöver man vara initiativtagande och driven eftersom det är en fri mentalitet. Det är högt i tak och en uppmuntrande stämning där du inte kommer få strikta direktiv utan istället en möjlighet att äga och utveckla din roll. Här behöver du vara nyfiken och ta eget ansvar över ditt arbete.
   Teamet på Aurobay är i en uppstartsfas och det finns stor chans att påverka sitt arbete, införa förbättringar i gruppen, samt att klättra i olika roller. Som person söker vi dig som har driv, intresse för kundfokus och inte har rädsla för ett ingå i ett team med nybyggarkänsla.
  
   Om anställningen:
   Tjänsten är en del av Xameras Talangprogram som är Göteborg, eller kanske Sveriges hetaste talangprogram. Talangprogrammet pågår i tolv månader med elva heldagsutbildningar, där både teknisk och personlig kompetensutveckling kommer att behandlas. Allt från AI och hackning, till ledarskap och konflikthantering kommer att lyftas och mycket mer. Du kan läsa mer om vårt talangprogram här: https://xamera.se/talangprogram/. Under det året som talangprogrammet fortgår, kommer du att arbeta vara anställd hos oss på Xamera och arbeta som konsult hos Aurobay. Därefter är vårt och Aurobays mål att du ska gå över i en anställning hos dem. 
  Vi på Xamera har varit verksamma sedan 2013 med visionen, ambitionen och målet att skapa skönare karriärer inom IT och teknik. Det gör vi genom att vara specialiserade på våra kandidater, kunder och målgrupp för att alltid hjälpa dig som kandidat till dom bästa möjligheterna som är skräddarsydda just för dig. De senaste åren har vi tilldelats flera utmärkelser så som Årets Gasellföretag i Östergötland 2019, Gasellföretag 2020 och Superföretag 2020. Vi tror på att skapa en skönare karriär och jobbar alltid för att hjälpa dig att hitta rätt i karriären.
   
   
  Startdatum:
   1 September.
   Allmän information:
   Tjänsten är på heltid och arbetstiden är förlagd till dagtid. Ansök till tjänsten via länken nedan! För tjänsten tillämpas löpande urval, så tveka inte på att skicka iväg din ansökan. Om du har några frågor gällande tjänsten kan du kontakta felicia.kjellberg@xamera.se.
  
   Ort: Göteborg, Skövde eller Hybrid. 
  Publiceringsdatum: 2022-04-05
   Sista ansökningsdatum: 2022-05-05
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=b841a3efc29c3c9c
Junior Software Developer - Developer Experience Team,Qlik,223 63 Lund,"
  
   What makes us Qlik
  
  
    Qlik helps enterprises around the world move faster, work smarter, and lead the way forward with an end-to-end solution for getting value out of data. A Gartner Magic Quadrant Leader for 11 years in a row! Our platform is the only one on the market that allows for open-ended, curiosity-driven exploration, giving everyone – at any skill level – the ability to make real discoveries that lead to real outcomes and transformative changes. We are a Values-Driven organization, operating over 100 countries with 38,000 customers around the world. If you think we are interesting, please read on – we may be looking for you!
  
  
  
    About the team
  
  
    As part of our R&D organization and our growing development team, you will be in a unique position to impact the future direction the company takes. Qlik has a creative, team-oriented, and high-energy culture. We offer a flexible and exciting work environment, and plenty of opportunities for you to grow as a professional and as an individual. Our highly collaborative environment means you will be working with a diverse group of talented people that are continuously innovating and improving.
  
  
  
    Now, we are looking for a new, eager to learn, developer to our Developer Experience team! As part of the Qlik’s Cloud Native platform organization, we focus on making third party developers successful in integrating and extending the cloud platform. Activities like, providing ways for customers to integrate Qlik’s analytic capabilities in their own systems, or by building solutions for partners to extend the platform.
  
  
  
    We strive to meet developers where they are (GitHub, forums, community pages) and support them in their development environment so this could be a great way for you to get to know how other developers work worldwide. We are using a wide range of technologies and programming languages. Currently we focus deeper on 
  
  
   SDKs for our cloud platform in TypeScript, Python and more to come
    programmatic interpretation of API specifications using Golang 
   micro-services written in Golang and deployed with Docker/Kubernetes
    react.js for our frontends.
  
  
    As a member of the team, you will have the opportunity to work with an experienced team where you will build/maintain open source libraries, automation tools, use cases and exposing our APIs. By providing the best tools, services and solutions, we believe we will help our developer community succeeding in using our Qlik Associate Engine and have fun while doing it.
  
  
    
  
  
   Key Responsibilities & Tasks
  
  
    Participate in feature development of existing and new tools/services/examples from planning and designing all the way through to test and delivery.
    Driving and maintaining open and closed source libraries and tools within our product area
    Communicating with the community, supporting, and gathering requirements 
   Communicating and collaborating with developers and architects across the organization.
    Being a highly valued member of a great team.
  
  
    Competencies and skills:
  
  
    The skills and qualifications required for this role:
  
  
    Valuing teamwork for results
    Eager to learn new things and share knowledge with your team members
    Focused on delivering value to our consumers
    Effective in a collaborative environment
    Interested in developing tools for other developers in an open source environment
  
  
    Experience & Qualifications
  
  
    Desired experience in one or more of the following areas:
  
  
    Contributed to or driving open source projects
    Skilled in one or more program/script languages Golang, JavaScript, NodeJS, Python
    Familiar with solutions using Docker and Kubernetes
    Familiar with various cloud environments (such as AWS, Azure and Google Cloud)
    A passion for teamwork and multicultural work environments
  
  
  
    Education
  
  
    We see that the applicant has a bachelor's degree in software engineering, computer science, or similar.
  
  
  
    Location
    Lund, Sweden.
  
  
  
    If you think this position is interesting, you are welcome with your complete application in English. Apply as soon as possible as we are working continuously with the applications for this assignment.
  
  
  
    About Qlik
  
  
    Qlik Company Page – Who we are!
    Our Values at Qlik - Challenge, Take Responsibility, Move Fast, Teamwork for Results, Be Open and Straightforward.
    Competitive Benefits Package - private health insurance, discounted gym memberships, subsidized on-site massage, subsidized group leisure activities, wellness grant, company enhanced parental leave, generous vacation days, Employee Assistance Program…and more.
    Breakfast/fresh fruit/monthly fika and a restaurant with our own chefs (variety of subsidized lunches).
    Career progression pathways, mentoring program, innovation & technology, and a flexible, diverse and international work environment.
    Giving back is a part of our culture – we give you an extra day off to change the world and another one for your personal/professional development.
    In addition, we encourage our employees to participate in our Corporate Responsibility Employee Programs. Learn about our Corporate Responsibility Program by visiting Qlik.org
    Curious about our R&D opportunities? Check out our R&D careers page here!
    Visit our LinkedIn and Youtube and follow us on Instagram @lifeatqlik / @lifeatqliklund or Twitter @Qlik for more interesting insights into Qlik!
  
  
  
    Qlik is an Equal Opportunity Employer and does not discriminate on the basis of any protected category or characteristic. We value the diversity of our workforce. If you need assistance due to disability during the application and/or recruiting process, please contact us via the 
   Accessibility Request Form
  
  
  
    AGENCIES: Qlik is not accepting unsolicited assistance from search firms for this employment opportunity. Please, no phone calls or emails. All resumes submitted by search firms to any employee at Qlik via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of Qlik. No fee will be paid in the event the candidate is hired by Qlik as a result of the referral or through other means.
  
  
   #LI-MZ
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=80f5290c79251363
Junior Software Developer to Kavall,Friday Väst AB,Stockholm,ABOUT THE POSITION:THE IDEAL CANDIDATE:Experience with one or several programming languages:Bonus:ABOUT THE COMPANY:ABOUT THE ASSIGNMENT:ADDITIONAL INFORMATION:Employment type:Start date:Location:Contact person:Salary:ABOUT FRIDAY:,https://se.indeed.com/viewjob?from=appsharedroid&jk=f3e87ab51c900cdc
Junior Software Engineer to DigiProc,Academic Work,Stockholm,"""We are looking for great colleagues to join us on our journey to build the next big B2B SaaS company. If you are frontend or backend, just reach out. We value a curious mindset, both in terms of way of working and building products. You like to take an end to end responsibility and will play a big role in the shaping and building of our product to the next level""
About the role
As a Junior Software Engineer you'll be a part of a small team in Stockholm with colleagues in both Norway and Denmark. You will get the opportunity to have a hand in the exciting journey where DigiProc grows and developes into a global company. You will be involved in developing and further digitalise our exciting platform where we help our customers to a more competitive and sustainable supply chain with smart digital negotiations. With us you will get the chance to take responibility, be active and learn from a highskill team

You are offered
A company where the culture is important and we strive to be open minded, humble, curious and transparent
A fast growing company with the reassurance of a secure business model
A stimulating environment with a great chance for development opportunities

As a consultant for Academic Work you are offered big opportunities to develop professionally, build you network and create valuable contact for the future. Read more about our consultant offer.

Job duties
Frontend and backend developement
Be involved and active in the agile developement process such as standup, backlog grooming and retrospective etc.
Close cooperation with UX-developer
We are looking for
Have previous experience of frontend, could be obtained from school or job experience
Have an relevant education within IT
Are fluent in English
It's a merit if you have
Experience of React
Experience in backend
As a person you are
Curious
Humble
Teamplayer
Responsible
Other Information
Start date: On agreement
Extent: Fulltime, on going
City: Stockholm

Contact information: This recruitment process is conducted by Academic Work. It is a request from Imsys that all questions regarding the position is handled by Academic Work.

Our selection process is continuous and the advert may close before the recruitment process is completed if we have moved forward to the screening or interview phase.

Client information
Today a procurement organisation leaves 25-50 per cent of its spend un-negotiated. The reason is that this spend is spread out over hundreds or thousands of suppliers. We supplement the procurement organisation by running digital negotiations with these suppliers.

Through our digital platform DigiProc scalable, efficient and smart negotiations are achieved without geographic or industry specific restrictions.

We negotiate digitally with an unlimited number of your existing suppliers in a week. Only 20 hours of your time are required for a complete project from start to finish. And of course, - no software integration or similar is required.

Read more about the company here",https://se.indeed.com/viewjob?from=appsharedroid&jk=567f5a1e3d75eada
Junior systemutvecklare,Collabodoc AB,113 47 Stockholm,Vi arbetar bl.a. med:,https://se.indeed.com/viewjob?from=appsharedroid&jk=eaf4b3b12fd31fee
Junior Systemutvecklare,CGI Inc,Östersund,"
  
   Position Description: 
   Vi söker nya drivna utvecklare som är i början av sin karriär och som vill utvecklas tillsammans med oss på CGI Åre/Östersund. Du kanske är ny i branschen och har börjat leta dig ut från skolan till arbetslivet. Att komma in som junior systemutvecklare hos oss kan liknas vid att gå ett traineeprogram med stor plats för just din utveckling. Hjälpsamma kollegor, handledare, bred kompetens och en trygg miljö där du vågar fråga. Din karriär och personliga utveckling bygger vi tillsammans. 
  
  
   Your future duties and responsibilities: 
   
    Att jobba som systemutvecklare på CGI innebär en omväxlande vardag. Här erbjuds du möjlighet att utvecklas i både lokala och globala kundleveranser. Vi skapar lösningar, tillsammans med våra kunder, som bidrar till att skapa hållbara resultat för det samhälle vi lever i. Det handlar om innovativa lösningar som hjälper våra kunder att leverera bättre service, öka sin säkerhet eller effektivisera sin verksamhet.
     
     I våra uppdrag använder vi oftast:
     
    
     Java eller .NET
     React, Angular, Typescript
     Cloudbaserade lösningar
    
     Vi ger dig utrymme för att lära dig våra tekniker på plats.
    
  
  
   Required qualifications to be successful in this role: 
   
    För att lyckas i rollen som systemutvecklare söker vi dig som har ett driv att utvecklas. Du har mest troligt en IT-inriktad utbildning, eller så har du byggt upp din kompetens på annat sätt. 
     
     Vad kan vi på CGI erbjuda dig? 
     Hos oss arbetar vi i team i våra egna lokaler men alltid i nära samarbete med våra kunder, oavsett var i världen de har sin verksamhet. Vårt kontor ligger i centrala Östersund och utöver det har vi också ett mindre kontor i Åre, med fjälltopparna utanför fönstret.
     
     Vår kultur och samhörighet på kontoret är det vi är extra stolt över. Vi vet att vägen till framgång går via tillit och samarbete. Vi uppmuntrar egna initiativ och låter olika åsikter ta plats eftersom vi vet att de bästa idéerna föds i mötet mellan olika infallsvinklar. På CGI blir du del i en kultur där rörelsen framåt är målet och den ständiga utvecklingen drivkraften. Du får utrymme att påverka och erbjuds en global arena med möjlighet att växa i ansvar, pröva nya roller och se nya sammanhang. 
     
     Dessutom välkomnas du av 150 nya kollegor, som inte bara jobbar ihop utan också gör många roliga aktiviteter tillsammans efter jobbet. 
     
     Några av våra förmåner:
     
    
     Aktieprogram och delägarskap: Som delägare har du möjlighet att påverka och i vårt aktieprogram matchar CGI ditt bidrag, krona för krona upp till 3% av din månadslön.
     Friskvårdsbidrag: Vi erbjuder ett årligt friskvårdsbidrag på 3 000 kr.
     Föräldralön: Vi betalar upp till cirka 90% av din lön under den första tiden hemma.
     Trygg anställning: Våra medlemmar anställs med kollektivavtal och försäkringar.
     Pensionslösningar: Vi erbjuder attraktiva och förmånliga pensionslösningar.
     Personalbil: Personalbilen används som en privatbil men leasas av CGI.
    
     Vill du veta mer?
     Vi ser fram emot att höra från dig! Sista ansökningsdatum är 2021-05-30. Om det fortfarande finns något du undrar över, skicka gärna dina funderingar till pontus.hellgren@cgi.com, 070 685 99 95. 
     
     Personliga säkerhetskrav kommer att krävas om rollen kräver det. 
     
     CGI
     CGI leder digitaliseringen av Sverige och är världsledande på att omvandla innovation, information och teknologi. Genom djup branschkunskap och en förståelse för kundens utmaningar, bidrar vi med insikter för att skapa hållbara resultat. Vi finns i 40 länder med 80 000 medarbetare. I Sverige finns våra 4000 anställda på 30 orter med huvudkontor i Stockholm. Läs mer om CGI på vår hemsida: www.cgi.se
    
  
  
   Skills: 
   
    .NET
     Java
     Swedish
     Angular
    
  
  
   What you can expect from us: 
   Utveckla din karriär hos oss.  Det är en extraordinär tid i vår bransch. Den digitala transformationen accelererar och CGI är i centrum för förändringarna – som hjälp för våra kunders digitala resor och med spännande karriärmöjligheter för våra medarbetare.  På CGI når vi framgång genom våra medarbetares talang och engagemang. Som ett team delar vi de utmaningar och belöningar som kommer genom att vi skapar ett växande företag, vilket stärker vår ägarskapskultur. Alla våra medarbetare drar nytta av det värde vi gemensamt skapar.  Var med och bygg ett av världens största oberoende tjänsteföretag inom IT och affärsprocesser.
  
 ",https://se.indeed.com/viewjob?from=appsharedroid&jk=e000abcb230aa919
